Spikeling SpikeRate
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
500.0
500.0
333.3333333333333
333.3333333333333
333.3333333333333
250.0
250.0
250.0
250.0
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
18.867924528301884
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
41.666666666666664
7.462686567164179
7.462686567164179
7.462686567164179
7.462686567164179
7.462686567164179
7.462686567164179
7.462686567164179
