Time (ms),Stimulus (%),Trigger,Spikeling Fluorescence,Spikeling Calcium,Spikeling Vm (mV),Neuron Aux1 Fluorescence,Neuron Aux1 Calcium,Neuron Aux1 Vm (mV),Neuron Aux2 Fluorescence,Neuron Aux2 Calcium,Neuron Aux2 Vm (mV)
0.0,-4.0,0.0,21.9467277244783,18.746039379619585,-94.99,25.544974965797547,19.757868920704865,-115.0,26.546849828879047,19.919040326382728,-115.0
0.1,-4.0,0.0,23.873502419118278,18.754982727948754,-94.99,25.111043939893374,19.8649992938065,-115.0,25.75748912633333,19.88174430953157,-115.0
0.2,-4.0,0.0,24.874630493404766,18.795937254350118,-94.99,25.68205803977401,19.947411881843895,-113.0,25.519722051223297,19.905702323638714,-114.0
0.30000000000000004,-4.0,0.0,24.41221301648071,18.854814115650694,-94.99,24.59677661831327,19.925214680085332,-115.0,25.017192103511086,19.89657888187453,-115.0
0.4,-4.0,0.0,23.58472893384063,18.73286733638319,-95.0,24.990509900835065,19.83008817910712,-114.0,24.774192448287927,19.92762065879067,-114.0
0.5,-4.0,0.0,24.087269456921398,18.84272708176012,-95.0,23.385816509022007,19.821984934378776,-115.0,26.207339488684784,19.775651168459067,-115.0
0.6000000000000001,-4.0,0.0,26.231827855513302,18.954464931152064,-95.0,25.528975318330307,19.79142958564427,-115.0,23.495619034567184,19.778457352628664,-115.0
0.7000000000000001,-4.0,0.0,23.502521821979926,19.045159182708435,-95.0,24.59187715053584,19.8447631801927,-113.0,25.614366391780308,19.827825189709372,-114.0
0.8,-4.0,0.0,23.588852792752515,19.13248779358004,-95.0,24.385009776555023,19.801254416096494,-115.0,25.67534350016018,19.908361696138805,-115.0
0.9,-4.0,0.0,24.85211841974846,19.17026865734382,-95.0,25.94727297215994,19.794842480915268,-114.0,23.971823719654193,19.92078704393092,-114.0
1.0,-4.0,0.0,23.386326907396935,19.210884779803028,-95.0,25.900952009189368,19.873962111358907,-115.0,25.314798312995862,19.980623271455862,-115.0
1.1,-4.0,0.0,24.914428426756903,19.122570965871553,-94.99,25.070527797549783,19.875448663535916,-115.0,23.207245257284974,20.05497140409565,-115.0
1.2000000000000002,-4.0,0.0,23.72897180127503,19.03234289302783,-94.99,25.52682099146165,19.88377425983842,-113.0,24.667207432975985,20.097626935648055,-114.0
1.3,-4.0,0.0,23.272345414729873,19.084632191126488,-94.99,25.90492912665208,19.923974940729593,-115.0,25.49000192730949,20.19430748766158,-115.0
1.4000000000000001,-4.0,0.0,24.84191676736434,18.989204293487695,-94.99,23.7318258457305,19.929546184982144,-114.0,24.647445960177446,20.059358629742636,-114.0
1.5,-4.0,0.0,23.944037868322063,18.924371271065795,-94.99,25.063027307437785,19.93092385111164,-115.0,25.46788286945291,20.06549333493856,-115.0
1.6,-4.0,0.0,24.321430844583208,18.910061900859997,-94.99,24.747648330427868,19.843690022137658,-115.0,24.144035976395646,20.02135347369535,-115.0
1.7000000000000002,-4.0,0.0,23.4256781725659,18.91802031197732,-95.0,25.830123729344013,19.86412431272175,-113.0,25.097760999206606,20.081068804571743,-114.0
1.8,-4.0,0.0,22.804978839383743,18.987432970279098,-95.0,25.992883402831147,19.774570326077654,-115.0,26.485491806998148,20.11954680485739,-115.0
1.9000000000000001,-4.0,0.0,22.56826539902248,19.020572597216347,-95.0,23.410954482536436,19.772029168506137,-114.0,25.77932143536491,20.15341891405483,-114.0
2.0,-4.0,0.0,25.6720419563197,19.04795028349198,-95.0,21.300340932265332,19.754387822618465,-115.0,24.47036799110715,20.172446113651738,-115.0
2.1,-4.0,0.0,25.056326190264752,19.031819240726954,-95.0,25.48261744124828,19.794689153230806,-115.0,26.63749010750391,20.255891499560235,-115.0
2.2,-4.0,0.0,25.116250623384413,18.925267015783405,-95.0,24.176770785086543,19.806210140527476,-113.0,25.156018382432173,20.271503461161124,-114.0
2.3000000000000003,-4.0,0.0,25.78007013102434,19.013787830463514,-94.99,23.865820072932507,19.83056146461443,-115.0,25.36336917077098,20.176640511402287,-115.0
2.4000000000000004,-4.0,0.0,22.456241980495463,18.999137590994984,-94.99,23.68338190345623,19.82090926855985,-114.0,24.135470328855675,20.288895846179983,-114.0
2.5,-4.0,0.0,24.385362761381995,19.02190069950187,-94.99,24.014792759524372,19.777026027534692,-115.0,25.914197318218196,20.198544731278893,-115.0
2.6,-4.0,0.0,25.753166835841306,19.087082070301122,-94.99,26.160676426537385,19.853572998446506,-115.0,26.583171159243296,20.291949959298528,-115.0
2.7,-4.0,0.0,24.837474366349493,19.03185492150274,-94.99,25.250023960289205,19.90590586886163,-113.0,25.994434922555637,20.386508668020884,-114.0
2.8000000000000003,0.0,0.0,25.698933895232802,19.224226397018917,-94.99,24.517430223914932,19.81851988893338,-115.0,27.61739042723184,20.385268225413178,-115.0
2.9000000000000004,0.0,0.0,23.201275079860203,19.21866442204025,-95.0,26.98964430936906,19.715184720445734,-114.0,24.39829852468708,20.322253424847826,-114.0
3.0,0.0,0.0,24.489132401576548,19.327223248608135,-95.0,25.542746635065754,19.806994013633656,-115.0,25.212119482112026,20.28746192871522,-115.0
3.1,0.0,0.0,25.0650824124257,19.391649782581474,-95.0,24.60040768172073,19.80469217522587,-115.0,26.896518333812317,20.379003737457197,-115.0
3.2,0.0,0.0,24.175618204162586,19.379985835848757,-95.0,27.400725309805168,19.79114054853602,-113.0,25.632420961821552,20.46791232651689,-114.0
3.3000000000000003,0.0,0.0,25.712420850498162,19.39895476502358,-95.0,24.659543639726493,19.70796507304979,-115.0,25.566831850192916,20.52277880688764,-115.0
