Spikeling Vm,Stimulus,Total Current Input,Synapse 1 Vm,Synapse 1 Input,Synapse 2 Vm,Synapse 2 Input
-78.92,0.0,37.45,-93.0,35.24,-96.0,0.0
-79.11,0.0,37.27,-93.0,35.06,-96.0,0.0
-78.89,0.0,41.09,-93.0,34.89,-95.0,0.0
-79.1,0.0,36.97,-93.0,34.71,-96.0,0.0
-79.28,0.0,36.79,-93.0,34.54,-96.0,0.0
-79.05,0.0,40.61,-93.0,34.37,-95.0,0.0
-79.28,0.0,36.23,-93.0,34.19,-96.0,0.0
-79.49,0.0,36.05,-93.0,34.02,-96.0,0.0
-79.28,0.0,39.88,-93.0,33.85,-94.0,0.0
-79.5,0.0,35.71,-93.0,33.68,-96.0,0.0
-79.7,0.0,35.53,-93.0,33.51,-96.0,0.0
-79.48,0.0,39.36,-93.0,33.35,-95.0,0.0
-79.7,0.0,35.19,-93.0,33.18,-96.0,0.0
-79.89,0.0,35.02,-93.0,33.01,-96.0,0.0
-79.67,0.0,38.85,-93.0,32.85,-95.0,0.0
-79.88,0.0,34.74,-93.0,32.69,-96.0,0.0
-80.06,0.0,34.57,-93.0,32.52,-96.0,0.0
-79.93,0.0,37.4,-93.0,32.36,-95.0,0.0
-80.13,0.0,34.23,-93.0,32.2,-96.0,0.0
-80.3,0.0,34.07,-93.0,32.04,-96.0,0.0
-80.05,0.0,37.91,-93.0,31.88,-95.0,0.0
-80.25,0.0,33.74,-93.0,31.72,-96.0,0.0
-80.33,0.0,34.58,-93.0,31.56,-96.0,0.0
-80.2,0.0,36.42,-93.0,31.4,-95.0,0.0
-80.39,0.0,33.26,-93.0,31.24,-96.0,0.0
-80.45,0.0,34.3,-93.0,31.09,-96.0,0.0
-80.28,0.0,36.34,-93.0,30.93,-95.0,0.0
-80.44,0.0,33.24,-93.0,30.78,-96.0,0.0
-80.46,0.0,34.28,-93.0,30.62,-96.0,0.0
-80.29,0.0,36.12,-93.0,30.47,-95.0,0.0
-80.44,0.0,32.96,-93.0,30.32,-96.0,0.0
-80.48,0.0,33.8,-93.0,30.17,-96.0,0.0
-80.32,0.0,35.65,-93.0,30.02,-95.0,0.0
-80.49,0.0,32.49,-93.0,29.87,-96.0,0.0
-80.45,0.0,34.33,-93.0,29.72,-96.0,0.0
-80.41,0.0,34.18,-93.0,29.57,-95.0,0.0
-80.61,0.0,31.82,-93.0,29.42,-96.0,0.0
-80.6,0.0,33.53,-93.0,29.27,-96.0,0.0
-80.59,0.0,33.37,-93.0,29.13,-95.0,0.0
-80.81,0.0,31.02,-93.0,28.98,-96.0,0.0
-80.79,0.0,33.07,-93.0,28.84,-95.0,0.0
-80.78,0.0,32.92,-93.0,28.69,-95.0,0.0
-80.97,0.0,30.78,-93.0,28.55,-96.0,0.0
-80.92,0.0,32.83,-93.0,28.41,-95.0,0.0
-80.88,0.0,32.68,-93.0,28.26,-95.0,0.0
-81.05,0.0,30.54,-93.0,28.12,-96.0,0.0
-80.91,0.0,33.39,-93.0,27.98,-95.0,0.0
-80.99,0.0,31.24,-93.0,27.84,-95.0,0.0
-81.16,0.0,30.16,-93.0,27.7,-96.0,0.0
-81.08,0.0,32.22,-93.0,27.56,-95.0,0.0
-81.03,0.0,32.07,-93.0,27.43,-95.0,0.0
-81.21,0.0,29.73,-93.0,27.29,-96.0,0.0
-81.16,0.0,31.58,-93.0,27.15,-95.0,0.0
-81.11,0.0,31.65,-93.0,27.02,-95.0,0.0
-81.29,0.0,29.3,-93.0,26.88,-96.0,0.0
-81.25,0.0,31.16,-93.0,26.75,-96.0,0.0
-81.22,0.0,31.02,-93.0,26.61,-95.0,0.0
-81.4,0.0,28.88,-93.0,26.48,-96.0,0.0
-81.25,0.0,31.8,-93.0,26.35,-95.0,0.0
-81.31,0.0,29.87,-93.0,26.22,-95.0,0.0
-81.49,0.0,28.53,-93.0,26.09,-96.0,0.0
-81.34,0.0,31.39,-93.0,25.95,-95.0,0.0
-81.42,0.0,29.26,-93.0,25.82,-96.0,0.0
-81.59,0.0,28.12,-92.0,25.7,-96.0,0.0
-81.44,0.0,30.99,-92.0,25.57,-95.0,0.0
-81.52,0.0,28.85,-92.0,25.44,-96.0,0.0
-81.69,0.0,27.72,-92.0,25.31,-96.0,0.0
-81.54,0.0,30.59,-92.0,25.19,-95.0,0.0
-81.61,0.0,28.52,-92.0,25.06,-96.0,0.0
-81.78,0.0,27.39,-92.0,24.93,-96.0,0.0
-81.54,0.0,31.05,-92.0,24.81,-95.0,0.0
-81.74,0.0,26.92,-92.0,24.69,-96.0,0.0
-81.9,0.0,27.0,-92.0,24.56,-96.0,0.0
-81.64,0.0,30.87,-92.0,24.44,-95.0,0.0
-81.82,0.0,26.74,-92.0,24.32,-96.0,0.0
-82.0,0.0,26.41,-92.0,24.2,-96.0,0.0
-81.85,0.0,29.29,-92.0,24.07,-95.0,0.0
-81.91,0.0,27.36,-92.0,23.95,-96.0,0.0
-82.07,0.0,26.24,-92.0,23.83,-96.0,0.0
-81.89,0.0,29.17,-92.0,23.72,-95.0,0.0
-81.95,0.0,27.05,-92.0,23.6,-95.0,0.0
-82.11,0.0,25.92,-92.0,23.48,-96.0,0.0
-81.94,0.0,28.8,-92.0,23.36,-95.0,0.0
-82.02,0.0,26.47,-92.0,23.24,-96.0,0.0
-82.2,0.0,25.35,-92.0,23.13,-96.0,0.0
-82.05,0.0,28.23,-92.0,23.01,-95.0,0.0
-82.13,0.0,26.11,-92.0,22.9,-96.0,0.0
-82.3,0.0,24.99,-92.0,22.78,-96.0,0.0
-82.16,0.0,27.67,-92.0,22.67,-95.0,0.0
-82.25,0.0,25.56,-91.0,22.56,-96.0,0.0
-82.43,0.0,24.49,-91.0,22.44,-96.0,0.0
-82.15,0.0,28.58,-91.0,22.33,-95.0,0.0
-82.33,0.0,24.46,-91.0,22.22,-96.0,0.0
-82.48,0.0,24.35,-91.0,22.11,-96.0,0.0
-82.21,0.0,28.23,-91.0,22.0,-95.0,0.0
-82.37,0.0,24.32,-91.0,21.89,-96.0,0.0
-82.5,0.0,24.2,-91.0,21.78,-96.0,0.0
-82.22,0.0,28.09,-91.0,21.67,-95.0,0.0
-82.38,0.0,23.97,-91.0,21.56,-96.0,0.0
-82.52,0.0,23.86,-91.0,21.45,-96.0,0.0
-82.25,0.0,27.75,-91.0,21.35,-95.0,0.0
-82.41,0.0,23.69,-91.0,21.24,-96.0,0.0
-82.55,0.0,23.58,-91.0,21.13,-96.0,0.0
-82.27,0.0,27.47,-91.0,21.03,-95.0,0.0
-82.42,0.0,23.56,-91.0,20.92,-96.0,0.0
-82.52,0.0,23.65,-91.0,20.82,-96.0,0.0
-82.24,0.0,27.34,-91.0,20.71,-95.0,0.0
-82.4,0.0,23.23,-91.0,20.61,-96.0,0.0
-82.54,0.0,23.12,-91.0,20.51,-96.0,0.0
-82.24,0.0,27.21,-91.0,20.4,-95.0,0.0
-82.38,0.0,23.17,-91.0,20.3,-96.0,0.0
-82.48,0.0,23.27,-91.0,20.2,-96.0,0.0
-82.17,0.0,27.16,-90.0,20.1,-95.0,0.0
-82.34,0.0,22.84,-90.0,20.0,-96.0,0.0
-82.47,0.0,22.73,-90.0,19.9,-96.0,0.0
-82.21,0.0,26.43,-90.0,19.8,-95.0,0.0
-82.42,0.0,22.12,-90.0,19.7,-96.0,0.0
-82.59,0.0,22.01,-90.0,19.6,-96.0,0.0
-82.34,0.0,25.91,-90.0,19.5,-95.0,0.0
-82.53,0.0,21.87,-90.0,19.41,-96.0,0.0
-82.7,0.0,21.56,-90.0,19.31,-96.0,0.0
-82.44,0.0,25.66,-90.0,19.21,-95.0,0.0
-82.63,0.0,21.36,-90.0,19.12,-96.0,0.0
-82.8,0.0,21.26,-90.0,19.02,-96.0,0.0
-82.54,0.0,25.16,-90.0,18.93,-95.0,0.0
-82.73,0.0,21.06,-90.0,18.83,-96.0,0.0
-82.89,0.0,20.96,-90.0,18.74,-96.0,0.0
-82.6,0.0,25.06,-90.0,18.64,-95.0,0.0
-82.77,0.0,20.96,-90.0,18.55,-96.0,0.0
-82.88,0.0,21.06,-88.0,18.46,-96.0,0.0
-82.58,0.0,25.03,-88.0,18.37,-95.0,0.0
-82.73,0.0,20.93,-88.0,18.27,-96.0,0.0
-82.87,0.0,20.63,-88.0,18.18,-96.0,0.0
-82.59,0.0,24.53,-88.0,18.09,-95.0,0.0
-82.76,0.0,20.43,-88.0,18.0,-96.0,0.0
-82.89,0.0,20.54,-88.0,17.91,-96.0,0.0
-82.57,0.0,24.65,-88.0,17.82,-95.0,0.0
-82.71,0.0,20.55,-88.0,17.73,-96.0,0.0
-82.83,0.0,20.45,-88.0,17.64,-96.0,0.0
-82.53,0.0,24.36,-88.0,17.56,-95.0,0.0
-82.7,0.0,20.13,-88.0,17.47,-96.0,0.0
-82.84,0.0,20.03,-88.0,17.38,-96.0,0.0
-82.56,0.0,23.94,-88.0,17.29,-95.0,0.0
-82.72,0.0,19.85,-88.0,17.21,-96.0,0.0
-82.86,0.0,19.75,-88.0,17.12,-96.0,0.0
-82.58,0.0,23.66,-88.0,17.04,-95.0,0.0
-82.77,0.0,19.37,-88.0,16.95,-96.0,0.0
-82.95,0.0,19.08,-88.0,16.87,-96.0,0.0
-82.7,0.0,22.99,-88.0,16.78,-95.0,0.0
-82.89,0.0,18.9,-88.0,16.7,-96.0,0.0
-83.05,0.0,18.86,-88.0,16.61,-96.0,0.0
-82.78,0.0,22.78,-88.0,16.53,-95.0,0.0
-82.94,0.0,18.89,-88.0,16.45,-96.0,0.0
-83.07,0.0,18.8,-88.0,16.37,-96.0,0.0
-82.79,0.0,22.72,-88.0,16.28,-95.0,0.0
-82.83,0.0,19.83,-88.0,16.2,-96.0,0.0
-82.96,0.0,18.74,-88.0,16.12,-96.0,0.0
-82.78,0.0,21.66,-88.0,16.04,-95.0,0.0
-82.82,0.0,19.57,-88.0,15.96,-96.0,0.0
-82.96,0.0,18.48,-88.0,15.88,-96.0,0.0
-82.8,0.0,21.26,-88.0,15.8,-95.0,0.0
-82.84,0.0,19.38,-88.0,15.72,-96.0,0.0
-82.97,0.0,18.29,-88.0,15.64,-96.0,0.0
-82.71,0.0,22.0,-88.0,15.57,-95.0,0.0
-82.86,0.0,18.12,-88.0,15.49,-96.0,0.0
-83.0,0.0,18.04,-88.0,15.41,-96.0,0.0
-82.71,0.0,21.95,-88.0,15.33,-95.0,0.0
-82.87,0.0,17.87,-88.0,15.26,-96.0,0.0
-83.01,0.0,17.79,-87.0,15.18,-96.0,0.0
-82.7,0.0,21.97,-87.0,15.1,-95.0,0.0
-82.84,0.0,17.89,-87.0,15.03,-96.0,0.0
-82.95,0.0,17.81,-87.0,14.95,-96.0,0.0
-82.67,0.0,21.52,-87.0,14.88,-95.0,0.0
-82.84,0.0,17.44,-87.0,14.8,-96.0,0.0
-82.98,0.0,17.36,-87.0,14.73,-96.0,0.0
-82.72,0.0,21.08,-87.0,14.66,-95.0,0.0
-82.9,0.0,17.0,-87.0,14.58,-96.0,0.0
-83.08,0.0,16.72,-87.0,14.51,-96.0,0.0
-82.82,0.0,20.64,-87.0,14.44,-95.0,0.0
-83.0,0.0,16.62,-87.0,14.37,-96.0,0.0
-83.16,0.0,16.54,-87.0,14.29,-96.0,0.0
-82.89,0.0,20.47,-87.0,14.22,-95.0,0.0
-83.04,0.0,16.59,-87.0,14.15,-96.0,0.0
-83.17,0.0,16.52,-87.0,14.08,-96.0,0.0
-82.86,0.0,20.64,-87.0,14.01,-95.0,0.0
-83.0,0.0,16.57,-87.0,13.94,-96.0,0.0
-83.09,0.0,16.69,-87.0,13.87,-96.0,0.0
-82.78,0.0,20.61,-87.0,13.8,-95.0,0.0
-82.91,0.0,16.54,-87.0,13.73,-96.0,0.0
-83.02,0.0,16.53,-86.0,13.66,-96.0,0.0
-82.71,0.0,20.45,-86.0,13.6,-95.0,0.0
-82.85,0.0,16.38,-86.0,13.53,-96.0,0.0
-82.97,0.0,16.3,-86.0,13.46,-96.0,0.0
-82.69,0.0,20.02,-86.0,13.39,-94.0,0.0
-82.86,0.0,15.95,-86.0,13.33,-96.0,0.0
-83.02,0.0,15.68,-86.0,13.26,-96.0,0.0
-82.75,0.0,19.6,-86.0,13.19,-95.0,0.0
-82.95,0.0,15.33,-86.0,13.13,-96.0,0.0
-83.11,0.0,15.32,-86.0,13.06,-96.0,0.0
-82.82,0.0,19.45,-86.0,13.0,-95.0,0.0
-82.98,0.0,15.38,-86.0,12.93,-96.0,0.0
-83.12,0.0,15.31,-86.0,12.87,-96.0,0.0
-82.85,0.0,19.04,-86.0,12.8,-95.0,0.0
-83.03,0.0,14.97,-86.0,12.74,-96.0,0.0
-83.18,0.0,14.9,-86.0,12.67,-96.0,0.0
-82.9,0.0,18.83,-86.0,12.61,-94.0,0.0
-83.07,0.0,14.76,-86.0,12.55,-96.0,0.0
-83.21,0.0,14.69,-86.0,12.48,-96.0,0.0
-82.93,0.0,18.63,-86.0,12.42,-95.0,0.0
-83.09,0.0,14.61,-86.0,12.36,-96.0,0.0
-83.24,30.0,14.34,-86.0,12.3,-96.0,0.0
-82.97,30.0,18.28,-80.0,12.24,-94.0,0.0
-83.14,30.0,14.21,-76.0,12.18,-96.0,0.0
-83.29,30.0,14.15,-72.0,12.11,-96.0,0.0
-83.11,30.0,17.08,-64.0,12.05,-95.0,0.0
-83.26,30.0,14.02,-61.0,11.99,-96.0,0.0
-83.38,30.0,13.95,-58.0,11.93,-96.0,0.0
-83.09,30.0,17.89,-55.0,11.87,-95.0,0.0
-83.24,30.0,13.83,-52.0,11.82,-96.0,0.0
-83.27,30.0,14.76,-48.0,11.76,-96.0,0.0
-83.09,30.0,16.7,-45.0,11.7,-95.0,0.0
-83.24,30.0,13.64,-41.0,11.64,-96.0,0.0
-83.26,30.0,14.63,-31.0,11.58,-96.0,0.0
-83.08,30.0,16.57,-24.0,11.52,-95.0,0.0
-82.98,30.0,15.96,-16.0,13.92,-96.0,0.0
-82.53,30.0,19.56,-7.0,16.53,-95.0,0.0
-81.71,30.0,23.98,5.0,18.95,-95.0,0.0
-81.05,30.0,23.59,20.0,21.56,-96.0,0.0
-80.0,30.0,28.34,48.0,24.12,-95.0,0.0
-79.12,30.0,28.22,-63.0,24.0,-96.0,0.0
-78.56,30.0,26.09,-57.0,23.88,-96.0,0.0
-77.98,30.0,26.97,-55.0,23.76,-96.0,0.0
-77.27,30.0,28.84,-53.0,23.64,-95.0,0.0
-76.96,30.0,25.78,-49.0,23.52,-96.0,0.0
-76.59,30.0,26.65,-47.0,23.4,-96.0,0.0
-76.06,30.0,28.53,-44.0,23.29,-95.0,0.0
-75.9,30.0,25.41,-39.0,23.17,-96.0,0.0
-75.67,30.0,26.29,-36.0,23.06,-96.0,0.0
-75.26,30.0,28.17,-31.0,22.94,-95.0,0.0
-74.95,30.0,27.55,-18.0,25.53,-96.0,0.0
-74.22,30.0,32.1,-10.0,28.08,-95.0,0.0
-73.21,30.0,35.43,0.0,30.42,-95.0,0.0
-72.34,30.0,34.91,12.0,32.9,-96.0,0.0
-71.11,30.0,39.24,33.0,35.24,-95.0,0.0
-70.07,30.0,38.06,-64.0,35.06,-96.0,0.0
-69.22,30.0,36.93,-61.0,34.89,-96.0,0.0
-68.12,30.0,39.76,-57.0,34.71,-95.0,0.0
-67.39,30.0,36.58,-55.0,34.54,-96.0,0.0
-66.7,30.0,36.4,-53.0,34.36,-96.0,0.0
-65.75,30.0,39.23,-52.0,34.19,-95.0,0.0
-65.14,30.0,36.05,-49.0,34.02,-96.0,0.0
-64.55,30.0,35.88,-47.0,33.85,-96.0,0.0
-63.57,30.0,39.9,-45.0,33.68,-95.0,0.0
-63.01,30.0,35.73,-37.0,33.51,-96.0,0.0
-62.45,30.0,35.76,-34.0,33.35,-96.0,0.0
-61.5,30.0,39.59,-30.0,33.18,-95.0,0.0
-60.96,30.0,35.42,-24.0,33.01,-96.0,0.0
-60.17,30.0,37.82,-17.0,35.37,-96.0,0.0
-58.71,30.0,44.32,-10.0,37.87,-94.0,0.0
-57.38,30.0,42.62,0.0,40.17,-96.0,0.0
-55.75,30.0,45.1,13.0,42.66,-96.0,0.0
-53.4,30.0,51.49,33.0,45.05,-94.0,0.0
-51.31,30.0,47.25,-61.0,44.83,-96.0,0.0
-49.1,30.0,46.82,-60.0,44.6,-96.0,0.0
-46.29,30.0,50.59,-58.0,44.38,-95.0,0.0
-43.58,30.0,46.17,-57.0,44.16,-96.0,0.0
-40.51,30.0,45.94,-56.0,43.94,-96.0,0.0
-36.45,30.0,50.72,-54.0,43.72,-94.0,0.0
-32.13,30.0,45.55,-53.0,43.5,-96.0,0.0
-26.83,30.0,45.53,-52.0,43.28,-96.0,0.0
-19.76,30.0,49.31,-48.0,43.07,-95.0,0.0
-10.85,30.0,45.29,-46.0,42.85,-96.0,0.0
1.39,30.0,45.07,-45.0,42.64,-96.0,0.0
19.67,30.0,48.85,-42.0,42.42,-95.0,0.0
-65.0,30.0,44.63,-39.0,42.21,-96.0,0.0
-64.06,30.0,44.42,-36.0,42.0,-96.0,0.0
-62.75,30.0,48.2,-33.0,41.79,-95.0,0.0
-61.87,30.0,43.99,-29.0,41.58,-96.0,0.0
-60.99,30.0,43.83,-24.0,41.37,-96.0,0.0
-59.48,30.0,50.1,-19.0,43.65,-94.0,0.0
-58.11,30.0,48.33,-11.0,46.08,-96.0,0.0
-56.45,30.0,50.71,-2.0,48.47,-96.0,0.0
-54.21,30.0,55.78,27.0,50.74,-94.0,0.0
-52.14,30.0,52.72,-63.0,50.49,-96.0,0.0
-49.94,30.0,52.46,-62.0,50.24,-96.0,0.0
-47.26,30.0,55.21,-61.0,49.99,-95.0,0.0
-44.59,30.0,51.95,-60.0,49.74,-96.0,0.0
-41.6,30.0,51.7,-60.0,49.49,-96.0,0.0
-37.86,30.0,54.45,-59.0,49.24,-95.0,0.0
-33.66,30.0,52.19,-57.0,48.99,-96.0,0.0
-28.67,30.0,51.0,-56.0,48.75,-96.0,0.0
-22.15,30.0,53.75,-55.0,48.51,-95.0,0.0
-13.92,30.0,51.5,-54.0,48.26,-95.0,0.0
-2.88,30.0,50.26,-53.0,48.02,-96.0,0.0
13.09,30.0,51.81,-51.0,47.78,-95.0,0.0
-65.0,30.0,51.57,-50.0,47.54,-95.0,0.0
-64.06,30.0,49.33,-49.0,47.31,-96.0,0.0
-62.95,30.0,51.08,-48.0,47.07,-95.0,0.0
-61.87,30.0,50.85,-47.0,46.83,-95.0,0.0
-61.01,30.0,48.61,-44.0,46.6,-96.0,0.0
-59.85,30.0,51.37,-41.0,46.37,-95.0,0.0
-58.89,30.0,49.18,-38.0,46.13,-95.0,0.0
-58.02,30.0,47.95,-36.0,45.9,-96.0,0.0
-56.83,30.0,50.72,-33.0,45.67,-95.0,0.0
-55.92,30.0,47.48,-29.0,45.45,-96.0,0.0
-54.97,30.0,47.25,-25.0,45.22,-96.0,0.0
-53.33,30.0,53.69,-19.0,47.66,-95.0,0.0
-51.62,30.0,53.14,-13.0,50.11,-96.0,0.0
-49.62,30.0,54.55,5.0,52.53,-96.0,0.0
-46.9,30.0,59.88,21.0,54.87,-95.0,0.0
-43.91,30.0,59.31,45.0,57.29,-95.0,0.0
-40.55,30.0,59.02,-64.0,57.01,-96.0,0.0
-36.25,30.0,62.73,-62.0,56.72,-95.0,0.0
-31.56,30.0,58.44,-62.0,56.44,-96.0,0.0
-25.8,30.0,58.2,-61.0,56.16,-96.0,0.0
-18.11,30.0,61.92,-61.0,55.88,-95.0,0.0
-8.34,30.0,57.84,-59.0,55.6,-96.0,0.0
5.27,30.0,57.56,-57.0,55.32,-96.0,0.0
25.92,30.0,61.48,-53.0,55.04,-95.0,0.0
-65.0,30.0,58.2,-47.0,54.77,-96.0,0.0
-63.75,30.0,56.92,-39.0,54.49,-96.0,0.0
-62.25,30.0,59.64,-30.0,54.22,-95.0,0.0
-60.72,30.0,59.83,-16.0,56.42,-95.0,0.0
-59.03,30.0,61.25,1.0,58.84,-96.0,0.0
-56.68,30.0,67.4,24.0,61.0,-94.0,0.0
-54.66,30.0,63.15,-64.0,60.7,-96.0,0.0
-52.55,30.0,62.84,-63.0,60.39,-96.0,0.0
-50.04,30.0,65.33,-63.0,60.09,-95.0,0.0
-47.52,30.0,63.03,-63.0,59.79,-96.0,0.0
-44.87,30.0,61.52,-62.0,59.49,-96.0,0.0
-41.6,30.0,64.22,-62.0,59.19,-95.0,0.0
-38.05,30.0,61.92,-62.0,58.9,-96.0,0.0
-33.97,30.0,60.62,-62.0,58.6,-96.0,0.0
-28.65,30.0,64.32,-62.0,58.31,-95.0,0.0
-22.43,30.0,60.03,-62.0,58.02,-96.0,0.0
-14.38,30.0,59.93,-62.0,57.73,-96.0,0.0
-3.08,30.0,63.9,-62.0,57.44,-95.0,0.0
12.66,30.0,59.61,-62.0,57.15,-96.0,0.0
-65.0,30.0,59.31,-62.0,56.87,-96.0,0.0
-63.69,30.0,62.23,-62.0,56.58,-95.0,0.0
-62.62,30.0,59.94,-62.0,56.3,-96.0,0.0
-61.67,30.0,58.65,-62.0,56.02,-96.0,0.0
-60.45,30.0,61.36,-62.0,55.74,-95.0,0.0
-59.42,30.0,59.08,-62.0,55.46,-96.0,0.0
-58.5,30.0,57.79,-62.0,55.18,-96.0,0.0
-57.17,30.0,61.51,-62.0,54.91,-95.0,0.0
-56.22,30.0,57.09,-62.0,54.63,-96.0,0.0
-55.27,30.0,56.61,-62.0,54.36,-96.0,0.0
-53.99,30.0,59.33,-61.0,54.09,-95.0,0.0
-52.84,30.0,57.05,-61.0,53.82,-96.0,0.0
-51.75,30.0,55.58,-61.0,53.55,-96.0,0.0
-50.29,30.0,58.31,-61.0,53.28,-95.0,0.0
-48.91,30.0,56.03,-61.0,53.01,-96.0,0.0
-47.51,30.0,54.77,-61.0,52.75,-96.0,0.0
-45.57,30.0,58.5,-60.0,52.49,-95.0,0.0
-43.8,30.0,54.23,-59.0,52.22,-96.0,0.0
-41.8,30.0,53.97,-60.0,51.96,-96.0,0.0
-39.09,30.0,57.7,-60.0,51.7,-95.0,0.0
-36.33,30.0,53.49,-60.0,51.44,-96.0,0.0
-33.03,30.0,53.23,-58.0,51.19,-96.0,0.0
-28.62,30.0,56.97,-58.0,50.93,-95.0,0.0
-23.52,30.0,52.71,-59.0,50.68,-96.0,0.0
-16.94,30.0,52.45,-58.0,50.42,-96.0,0.0
-7.75,30.0,56.2,-57.0,50.17,-95.0,0.0
4.7,30.0,51.94,-57.0,49.92,-96.0,0.0
23.21,30.0,51.69,-57.0,49.67,-96.0,0.0
-65.0,30.0,55.44,-57.0,49.42,-95.0,0.0
-65.17,30.0,51.18,-56.0,49.17,-96.0,0.0
-65.36,30.0,50.93,-56.0,48.93,-96.0,0.0
-65.25,30.0,53.69,-56.0,48.68,-95.0,0.0
-65.36,30.0,51.49,-55.0,48.44,-96.0,0.0
-65.58,30.0,50.24,-54.0,48.2,-96.0,0.0
-65.41,30.0,54.0,-54.0,47.96,-95.0,0.0
-65.65,30.0,49.75,-54.0,47.72,-96.0,0.0
-65.89,30.0,49.71,-53.0,47.48,-96.0,0.0
-65.73,30.0,53.47,-52.0,47.24,-95.0,0.0
-66.0,30.0,49.23,-52.0,47.01,-96.0,0.0
-66.26,30.0,48.99,-50.0,46.77,-96.0,0.0
-66.14,30.0,52.75,-49.0,46.54,-95.0,0.0
-66.43,30.0,48.51,-48.0,46.3,-96.0,0.0
-66.73,30.0,48.28,-47.0,46.07,-96.0,0.0
-66.63,30.0,52.04,-46.0,45.84,-95.0,0.0
-66.95,30.0,47.86,-44.0,45.61,-96.0,0.0
-67.26,30.0,47.63,-43.0,45.38,-96.0,0.0
-67.18,30.0,51.4,-41.0,45.16,-95.0,0.0
-67.53,30.0,46.96,-39.0,44.93,-96.0,0.0
-67.89,30.0,46.74,-35.0,44.71,-96.0,0.0
-67.84,30.0,50.51,-32.0,44.48,-94.0,0.0
-68.21,30.0,46.28,-29.0,44.26,-96.0,0.0
-68.55,30.0,46.26,-25.0,44.04,-96.0,0.0
-68.49,30.0,50.03,-20.0,43.82,-94.0,0.0
-68.59,30.0,48.39,-15.0,46.18,-96.0,0.0
-68.43,30.0,50.86,-8.0,48.65,-96.0,0.0
-67.59,30.0,57.57,1.0,51.11,-94.0,0.0
-66.94,30.0,56.0,13.0,53.55,-96.0,0.0
-66.33,30.0,55.72,-63.0,53.28,-96.0,0.0
-65.34,30.0,59.66,-62.0,53.01,-95.0,0.0
-64.79,30.0,55.38,-62.0,52.75,-96.0,0.0
-64.27,30.0,55.11,-62.0,52.48,-96.0,0.0
-63.36,30.0,59.05,-62.0,52.22,-95.0,0.0
-62.89,30.0,54.58,-62.0,51.96,-96.0,0.0
-62.45,30.0,54.31,-62.0,51.7,-96.0,0.0
-61.62,30.0,58.04,-62.0,51.44,-94.0,0.0
-61.2,30.0,53.84,-62.0,51.18,-96.0,0.0
-60.82,30.0,53.38,-62.0,50.93,-96.0,0.0
-60.14,30.0,56.12,-62.0,50.67,-95.0,0.0
-59.77,30.0,52.86,-62.0,50.42,-96.0,0.0
-59.34,30.0,53.4,-62.0,50.17,-96.0,0.0
-58.7,30.0,55.14,-62.0,49.92,-95.0,0.0
-58.37,30.0,51.89,-61.0,49.67,-96.0,0.0
-58.06,30.0,51.43,-61.0,49.42,-96.0,0.0
-57.46,30.0,54.18,-61.0,49.17,-95.0,0.0
-57.15,30.0,50.93,-61.0,48.93,-96.0,0.0
-56.75,30.0,51.68,-61.0,48.68,-96.0,0.0
-56.14,30.0,53.49,-59.0,48.44,-95.0,0.0
-55.81,30.0,50.24,-59.0,48.2,-96.0,0.0
-55.29,30.0,51.99,-59.0,47.95,-96.0,0.0
-54.75,30.0,51.75,-58.0,47.71,-95.0,0.0
-54.39,30.0,49.51,-58.0,47.48,-96.0,0.0
-53.73,30.0,52.27,-58.0,47.24,-95.0,0.0
-53.23,30.0,50.03,-58.0,47.0,-96.0,0.0
-52.82,30.0,48.79,-57.0,46.77,-96.0,0.0
-51.99,30.0,52.55,-57.0,46.53,-95.0,0.0
-51.51,30.0,48.31,-56.0,46.3,-96.0,0.0
-51.0,30.0,48.08,-56.0,46.07,-96.0,0.0
-50.06,30.0,51.84,-56.0,45.84,-95.0,0.0
-49.44,30.0,47.66,-55.0,45.61,-96.0,0.0
-48.78,30.0,47.43,-55.0,45.38,-96.0,0.0
-47.65,30.0,51.2,-54.0,45.16,-95.0,0.0
-46.82,30.0,46.97,-54.0,44.93,-96.0,0.0
-45.89,30.0,46.74,-54.0,44.7,-96.0,0.0
-44.47,30.0,50.51,-53.0,44.48,-95.0,0.0
-43.26,30.0,46.28,-52.0,44.26,-96.0,0.0
-41.88,30.0,46.06,-52.0,44.04,-96.0,0.0
-39.9,30.0,49.83,-50.0,43.82,-95.0,0.0
-37.99,30.0,45.61,-50.0,43.6,-96.0,0.0
-35.73,30.0,45.39,-49.0,43.38,-96.0,0.0
-32.63,30.0,49.17,-49.0,43.16,-95.0,0.0
-29.21,30.0,45.15,-48.0,42.95,-96.0,0.0
-24.95,30.0,44.98,-46.0,42.73,-96.0,0.0
-19.07,30.0,48.97,-44.0,42.52,-95.0,0.0
-11.7,30.0,44.75,-44.0,42.31,-96.0,0.0
-1.57,30.0,44.53,-42.0,42.1,-96.0,0.0
13.48,30.0,48.32,-39.0,41.88,-94.0,0.0
-65.0,30.0,44.3,-37.0,41.68,-96.0,0.0
-65.77,30.0,44.29,-35.0,41.47,-96.0,0.0
-66.12,30.0,48.28,-33.0,41.26,-94.0,0.0
-66.87,30.0,44.06,-29.0,41.05,-96.0,0.0
-67.33,30.0,46.62,-18.0,43.55,-96.0,0.0
-67.16,30.0,52.7,-13.0,45.84,-94.0,0.0
