Stim,Trigger
0.0,1.0
0.6283019941676303,0.0
1.256504772166874,0.0
1.884509133496727,0.0
2.5122159089884777,0.0
3.1395259764656687,0.0
3.7663402763966363,0.0
4.392559827537158,0.0
5.018085742560745,0.0
5.642819243674084,0.0
6.266661678215213,0.0
6.889514534231902,0.0
7.511279456037853,0.0
8.131858259744181,0.0
8.751152948763801,0.0
9.36906572928623,0.0
9.985499025720351,0.0
10.60035549610273,0.0
11.213538047469058,0.0
11.824949851186235,0.0
12.43449435824274,0.0
13.042075314494847,0.0
13.647596775866258,0.0
14.250963123498806,0.0
14.852079078851746,0.0
15.450849718747369,0.0
16.04718049036048,0.0
16.64097722614933,0.0
17.232146158725854,0.0
17.820593935662536,0.0
18.406227634233897,0.0
18.988954776090054,0.0
19.568683341860122,0.0
20.14532178568313,0.0
20.718779049664207,0.0
21.288964578253633,0.0
21.855788332546645,0.0
22.41916080450161,0.0
22.978993031074392,0.0
23.535196608266627,0.0
24.087683705085766,0.0
24.636367077414576,0.0
25.18116008178804,0.0
25.72197668907532,0.0
26.25873149806478,0.0
26.791339748949834,0.0
27.319717336713456,0.0
27.843780824409397,0.0
28.363447456337827,0.0
28.878635171113377,0.0
29.389262614623657,0.0
29.89524915287594,0.0
30.396514884730273,0.0
30.892980654516716,0.0
31.384568064535024,0.0
31.871199487434488,0.0
32.35279807847221,0.0
32.82928778764782,0.0
33.30059337171258,0.0
33.766640406051216,0.0
34.22735529643443,0.0
34.682665290640244,0.0
35.132498489942456,0.0
35.57678386046427,0.0
36.015451244395344,0.0
36.44843137107057,0.0
36.8756558679087,0.0
37.297057271209106,0.0
37.712569036805185,0.0
38.12212555057239,0.0
38.525662138789464,0.0
38.923115078351174,0.0
39.31442160683095,0.0
39.699519932391766,0.0
40.078349243543826,0.0
40.45084971874737,0.0
40.8169625358592,0.0
41.17662988142137,0.0
41.52979495979063,0.0
41.876402002107085,0.0
42.216396275100756,0.0
42.54972408973459,0.0
42.87633280968261,0.0
43.19617085964177,0.0
43.50918773347628,0.0
43.81533400219318,0.0
44.114561321747665,0.0
44.406822440677225,0.0
44.69207120756318,0.0
44.970262578318554,0.0
45.241352623300976,0.0
45.50529853424978,0.0
45.762058631045875,0.0
46.01159236829351,0.0
46.253860341722906,0.0
46.488824294412574,0.0
46.7164471228306,0.0
46.936692882693706,0.0
47.14952679464322,0.0
47.35491524973722,0.0
47.552825814757675,0.0
47.74322723733215,0.0
47.926089450868794,0.0
48.10138357930429,0.0
48.26908194166369,0.0
48.429158056431554,0.0
48.581586645733694,0.0
48.72634363932885,0.0
48.863406178409676,0.0
48.99275261921234,0.0
49.114362536434435,0.0
49.22821672646027,0.0
49.3342972103934,0.0
49.432587236895706,0.0
49.52307128483256,0.0
49.60573506572389,0.0
49.68056552600042,0.0
49.74755084906501,0.0
49.80668045715863,0.0
49.857945013030694,0.0
49.901336421413575,0.0
49.93684783030087,0.0
49.96447363202946,0.0
49.984209464165,0.0
49.996052210190804,0.0
